Date,Page,Pos title count,Neu title count,Neg title count,Pos content count,Neu content count,Neg content count,Title proportion pos,Title proportion neu,Title proportion neg,Content proportion pos,Content proportion neu,Content proportion neg
2022-07-04,1686,0,0,0,0,0,0,,,,,,
2022-07-05,510,0,0,0,0,0,0,,,,,,
2022-07-06,1834,0,0,0,0,0,0,,,,,,
2022-07-07,2466,0,0,0,0,0,0,,,,,,
2022-07-09,1253,0,0,0,0,0,0,,,,,,
2022-07-10,1817,0,0,0,0,0,0,,,,,,
2022-07-11,608,0,0,0,0,0,0,,,,,,
2022-07-12,464,0,0,0,0,0,0,,,,,,
2022-07-13,8441,0,0,0,0,0,0,,,,,,
2022-07-14,6798,0,0,0,0,0,0,,,,,,
2022-07-15,5174,0,0,0,0,0,0,,,,,,
2022-07-17,794,0,0,0,0,0,0,,,,,,
2022-07-18,5152,0,0,0,0,0,0,,,,,,
2022-07-19,7101,0,0,0,0,0,0,,,,,,
2022-07-20,5092,0,0,0,0,0,0,,,,,,
2022-07-21,8187,0,0,0,0,0,0,,,,,,
2022-07-22,9288,0,0,0,0,0,0,,,,,,
2022-07-23,386,0,0,0,0,0,0,,,,,,
2022-07-24,771,0,0,0,0,0,0,,,,,,
2022-07-25,5768,0,0,0,0,0,0,,,,,,
2022-07-26,7271,0,0,0,0,0,0,,,,,,
2022-07-27,4178,0,0,0,0,0,0,,,,,,
2022-07-28,8695,0,0,0,0,0,0,,,,,,
2022-07-29,8264,0,0,0,0,0,0,,,,,,
2022-07-30,374,0,0,0,0,0,0,,,,,,
2022-07-31,748,0,0,0,0,0,0,,,,,,
2022-08-01,719,0,0,0,0,0,0,,,,,,
2022-08-02,4665,0,0,0,0,0,0,,,,,,
2022-08-03,3092,0,0,0,0,0,0,,,,,,
2022-08-04,2797,0,0,0,0,0,0,,,,,,
2022-08-06,1825,0,0,0,0,0,0,,,,,,
2022-08-07,2859,0,0,0,0,0,0,,,,,,
2022-08-08,726,0,0,0,0,0,0,,,,,,
2022-08-09,312,0,0,0,0,0,0,,,,,,
2022-08-10,259,0,0,0,0,0,0,,,,,,
2022-08-12,760,0,0,0,0,0,0,,,,,,
2022-08-13,705,0,0,0,0,0,0,,,,,,
2022-08-14,704,0,0,0,0,0,0,,,,,,
2022-08-15,5621,0,0,0,0,0,0,,,,,,
2022-08-16,5243,0,0,0,0,0,0,,,,,,
2022-08-17,6584,0,0,0,0,0,0,,,,,,
2022-08-18,4468,0,0,0,0,0,0,,,,,,
2022-08-19,7521,0,0,0,0,0,0,,,,,,
2022-08-21,341,0,0,0,0,0,0,,,,,,
2022-08-22,338,0,0,0,0,0,0,,,,,,
2022-08-23,5064,0,0,0,0,0,0,,,,,,
2022-08-24,4035,0,0,0,0,0,0,,,,,,
2022-08-25,6003,0,0,0,0,0,0,,,,,,
2022-08-26,2317,0,0,0,0,0,0,,,,,,
2022-08-27,330,0,0,0,0,0,0,,,,,,
2022-08-28,330,0,0,0,0,0,0,,,,,,
2022-08-29,5267,0,0,0,0,0,0,,,,,,
2022-08-30,6215,0,0,0,0,0,0,,,,,,
2022-08-31,7470,0,0,0,0,0,0,,,,,,
2022-09-01,1436,0,0,0,0,0,0,,,,,,
2022-09-02,3321,0,0,0,0,0,0,,,,,,
2022-09-03,616,0,0,0,0,0,0,,,,,,
2022-09-05,1523,0,0,0,0,0,0,,,,,,
2022-09-06,910,0,0,0,0,0,0,,,,,,
2022-09-08,1799,0,0,0,0,0,0,,,,,,
2022-09-09,1545,0,0,0,0,0,0,,,,,,
2022-09-11,594,0,0,0,0,0,0,,,,,,
2022-09-12,451,0,0,0,0,0,0,,,,,,
2022-09-13,9102,0,0,0,0,0,0,,,,,,
2022-09-14,5116,0,0,0,0,0,0,,,,,,
2022-09-15,5651,0,0,0,0,0,0,,,,,,
2022-09-16,5611,0,0,0,0,0,0,,,,,,
2022-09-17,294,0,0,0,0,0,0,,,,,,
2022-09-18,882,0,0,0,0,0,0,,,,,,
2022-09-19,6149,0,0,0,0,0,0,,,,,,
2022-09-20,4636,0,0,0,0,0,0,,,,,,
2022-09-21,4890,0,0,0,0,0,0,,,,,,
2022-09-22,6268,0,0,0,0,0,0,,,,,,
2022-09-23,568,0,0,0,0,0,0,,,,,,
2022-09-25,281,0,0,0,0,0,0,,,,,,
2022-09-26,2527,0,0,0,0,0,0,,,,,,
2022-09-27,3344,0,0,0,0,0,0,,,,,,
2022-09-28,7452,0,0,0,0,0,0,,,,,,
2022-09-29,7917,0,0,0,0,0,0,,,,,,
2022-09-30,3517,0,0,0,0,0,0,,,,,,
2022-10-01,13621,0,0,0,0,0,0,,,,,,
2022-10-02,10583,0,0,0,0,0,0,,,,,,
2022-10-03,6138,0,0,0,0,0,0,,,,,,
2022-10-04,2236,0,0,0,0,0,0,,,,,,
2022-10-05,12143,0,0,0,0,0,0,,,,,,
2022-10-06,5881,0,0,0,0,0,0,,,,,,
2022-10-07,408,0,0,0,0,0,0,,,,,,
2022-10-08,6082,0,0,0,0,0,0,,,,,,
2022-10-10,5145,0,0,0,0,0,0,,,,,,
2022-10-11,5226,0,0,0,0,0,0,,,,,,
2022-10-12,299,0,0,0,0,0,0,,,,,,
2022-10-13,1741,0,0,0,0,0,0,,,,,,
2022-10-14,7368,0,0,0,0,0,0,,,,,,
2022-10-15,244,0,0,0,0,0,0,,,,,,
2022-10-16,732,0,0,0,0,0,0,,,,,,
2022-10-17,2904,0,0,0,0,0,0,,,,,,
2022-10-18,2644,0,0,0,0,0,0,,,,,,
2022-10-19,5239,0,0,0,0,0,0,,,,,,
2022-10-20,4482,0,0,0,0,0,0,,,,,,
2022-10-21,4439,0,0,0,0,0,0,,,,,,
2022-10-22,232,0,0,0,0,0,0,,,,,,
2022-10-23,232,0,0,0,0,0,0,,,,,,
2022-10-24,7604,0,0,0,0,0,0,,,,,,
2022-10-25,6343,0,0,0,0,0,0,,,,,,
2022-10-26,5354,0,0,0,0,0,0,,,,,,
2022-10-27,3974,0,0,0,0,0,0,,,,,,
2022-10-28,6329,0,0,0,0,0,0,,,,,,
2022-10-29,217,0,0,0,0,0,0,,,,,,
2022-10-30,433,0,0,0,0,0,0,,,,,,
2022-10-31,4518,0,0,0,0,0,0,,,,,,
2022-11-01,9290,0,0,0,0,0,0,,,,,,
2022-11-02,13841,0,0,0,0,0,0,,,,,,
2022-11-03,11612,0,0,0,0,0,0,,,,,,
2022-11-04,9478,0,0,0,0,0,0,,,,,,
2022-11-05,4527,0,0,0,0,0,0,,,,,,
2022-11-06,4952,0,0,0,0,0,0,,,,,,
2022-11-07,1624,0,0,0,0,0,0,,,,,,
2022-11-08,8533,0,0,0,0,0,0,,,,,,
2022-11-10,5087,0,0,0,0,0,0,,,,,,
2022-11-11,4847,0,0,0,0,0,0,,,,,,
2022-11-12,596,0,0,0,0,0,0,,,,,,
2022-11-13,576,0,0,0,0,0,0,,,,,,
2022-11-14,5711,0,0,0,0,0,0,,,,,,
2022-11-15,3939,0,0,0,0,0,0,,,,,,
2022-11-16,2969,0,0,0,0,0,0,,,,,,
2022-11-17,3123,0,0,0,0,0,0,,,,,,
2022-11-18,3262,0,0,0,0,0,0,,,,,,
2022-11-19,180,0,0,0,0,0,0,,,,,,
2022-11-20,180,0,0,0,0,0,0,,,,,,
2022-11-21,3577,0,0,0,0,0,0,,,,,,
2022-11-22,2999,0,0,0,0,0,0,,,,,,
2022-11-23,2607,0,0,0,0,0,0,,,,,,
2022-11-24,689,0,0,0,0,0,0,,,,,,
2022-11-25,1032,0,0,0,0,0,0,,,,,,
2022-11-26,514,0,0,0,0,0,0,,,,,,
2022-11-27,513,0,0,0,0,0,0,,,,,,
2022-11-28,2044,0,0,0,0,0,0,,,,,,
2022-11-29,1858,0,0,0,0,0,0,,,,,,
2022-11-30,3175,0,0,0,0,0,0,,,,,,
2022-12-01,17067,0,0,0,0,0,0,,,,,,
2022-12-03,1220,0,0,0,0,0,0,,,,,,
2022-12-04,10551,0,0,0,0,0,0,,,,,,
2022-12-05,9510,0,0,0,0,0,0,,,,,,
2022-12-06,1796,0,0,0,0,0,0,,,,,,
2022-12-07,10923,0,0,0,0,0,0,,,,,,
2022-12-08,5302,0,0,0,0,0,0,,,,,,
2022-12-09,6735,0,0,0,0,0,0,,,,,,
2022-12-10,2771,0,0,0,0,0,0,,,,,,
2022-12-11,384,0,0,0,0,0,0,,,,,,
2022-12-12,1928,0,0,0,0,0,0,,,,,,
2022-12-13,2485,0,0,0,0,0,0,,,,,,
2022-12-14,2870,0,0,0,0,0,0,,,,,,
2022-12-15,1416,0,0,0,0,0,0,,,,,,
2022-12-16,2369,0,0,0,0,0,0,,,,,,
2022-12-18,138,0,0,0,0,0,0,,,,,,
2022-12-19,2471,0,0,0,0,0,0,,,,,,
2022-12-20,1622,0,0,0,0,0,0,,,,,,
2022-12-21,2250,0,0,0,0,0,0,,,,,,
2022-12-22,1695,0,0,0,0,0,0,,,,,,
2022-12-23,2057,0,0,0,0,0,0,,,,,,
2022-12-24,128,0,0,0,0,0,0,,,,,,
2022-12-25,127,0,0,0,0,0,0,,,,,,
2022-12-26,508,0,0,0,0,0,0,,,,,,
2022-12-27,381,0,0,0,0,0,0,,,,,,
2022-12-28,625,0,0,0,0,0,0,,,,,,
2022-12-29,2106,0,0,0,0,0,0,,,,,,
2022-12-30,492,0,0,0,0,0,0,,,,,,
2023-01-02,296,0,0,0,0,0,0,,,,,,
2023-01-03,137,0,0,0,0,0,0,,,,,,
2023-01-13,1763,0,0,0,0,0,0,,,,,,
2023-01-14,103,0,0,0,0,0,0,,,,,,
2023-01-16,816,0,0,0,0,0,0,,,,,,
2023-01-17,1309,0,0,0,0,0,0,,,,,,
2023-01-18,2078,0,0,0,0,0,0,,,,,,
2023-01-19,1840,0,0,0,0,0,0,,,,,,
2023-01-20,758,0,0,0,0,0,0,,,,,,
2023-01-22,94,0,0,0,0,0,0,,,,,,
2023-01-23,1949,0,0,0,0,0,0,,,,,,
2023-01-24,2155,0,0,0,0,0,0,,,,,,
2023-01-25,1824,0,0,0,0,0,0,,,,,,
2023-01-26,1856,0,0,0,0,0,0,,,,,,
2023-01-27,1399,0,0,0,0,0,0,,,,,,
2023-01-30,1683,0,0,0,0,0,0,,,,,,
2023-01-31,1169,0,0,0,0,0,0,,,,,,
2023-02-02,357,0,0,0,0,0,0,,,,,,
2023-02-03,100,0,0,0,0,0,0,,,,,,
2023-02-13,546,0,0,0,0,0,0,,,,,,
2023-02-14,1043,0,0,0,0,0,0,,,,,,
2023-02-15,1000,0,0,0,0,0,0,,,,,,
2023-02-16,1124,0,0,0,0,0,0,,,,,,
2023-02-17,489,0,0,0,0,0,0,,,,,,
2023-02-18,43,0,0,0,0,0,0,,,,,,
2023-02-20,215,0,0,0,0,0,0,,,,,,
2023-02-21,823,0,0,0,0,0,0,,,,,,
2023-02-22,665,0,0,0,0,0,0,,,,,,
2023-02-23,706,0,0,0,0,0,0,,,,,,
2023-02-24,244,0,0,0,0,0,0,,,,,,
2023-02-26,34,0,0,0,0,0,0,,,,,,
2023-02-27,389,0,0,0,0,0,0,,,,,,
2023-02-28,518,0,0,0,0,0,0,,,,,,
2023-03-01,718,0,0,0,0,0,0,,,,,,
2023-03-02,347,0,0,0,0,0,0,,,,,,
2023-03-03,135,0,0,0,0,0,0,,,,,,
2023-03-13,108,0,0,0,0,0,0,,,,,,
2023-03-14,63,0,0,0,0,0,0,,,,,,
2023-03-15,1126035,0,0,0,0,0,0,,,,,,
2023-04-01,588,0,0,0,0,0,0,,,,,,
2023-04-02,69,0,0,0,0,0,0,,,,,,
2023-05-01,232,0,0,0,0,0,0,,,,,,
2023-06-01,230,0,0,0,0,0,0,,,,,,
2023-06-02,136,0,0,0,0,0,0,,,,,,
2023-06-03,63,0,0,0,0,0,0,,,,,,
2023-07-02,322,0,0,0,0,0,0,,,,,,
2023-07-03,160,0,0,0,0,0,0,,,,,,
2023-08-01,114,0,0,0,0,0,0,,,,,,
2023-08-02,374,0,0,0,0,0,0,,,,,,
2023-08-03,69,0,0,0,0,0,0,,,,,,
2023-09-01,787,0,0,0,0,0,0,,,,,,
2023-09-02,177,0,0,0,0,0,0,,,,,,
2023-09-03,23,0,0,0,0,0,0,,,,,,
2023-10-01,2535,0,0,0,0,0,0,,,,,,
2023-10-02,806,0,0,0,0,0,0,,,,,,
2023-10-03,129,0,0,0,0,0,0,,,,,,
2023-11-01,2266,0,0,0,0,0,0,,,,,,
2023-11-03,24,0,0,0,0,0,0,,,,,,
2023-12-01,2008,0,0,0,0,0,0,,,,,,
