date,Tweet count,Retweet count,Like count,Avg VADER Neg,Avg VADER Neu,Avg VADER Pos,Avg VADER Comp,Avg VADER Score,FinBert Pos count,FinBert Neu count,FinBert Neg count,FinBert proportion Pos,FinBert proportion Neu,FinBert proportion Neg
9/8/2021,253,155,1170,9.858,228.065,15.077,26.3922,45747.1931,16,232,5,0.063241107,0.916996047,0.019762846
10/8/2021,230,90,768,8.539,205.687,15.776,33.0972,96420.7796,18,206,6,0.07826087,0.895652174,0.026086957
11/8/2021,194,1068,2119,6.014,175.956,12.026,26.9383,11260.0066,8,185,1,0.041237113,0.953608247,0.005154639
12/8/2021,243,451,2047,7.711,219.054,16.228,40.2704,197578.1695,16,222,5,0.065843621,0.913580247,0.020576132
13/8/2021,239,295,1720,8.215,215.185,15.604,31.7237,1435252.466,14,223,2,0.058577406,0.933054393,0.008368201
14/8/2021,225,242,1731,8.497,202.493,14.007,26.6472,433997.0341,7,212,6,0.031111111,0.942222222,0.026666667
15/8/2021,195,180,2144,6.261,176.104,12.634,29.3895,1002045.034,7,182,6,0.035897436,0.933333333,0.030769231
16/8/2021,248,168,1074,7.988,226.207,13.804,30.4024,143008.6036,16,227,5,0.064516129,0.915322581,0.02016129
17/8/2021,211,351,2795,8.007,189.015,13.976,25.7691,920626.4642,10,196,5,0.047393365,0.928909953,0.023696682
18/8/2021,233,214,1849,7.626,208.834,16.54,37.816,3684706.799,12,216,5,0.051502146,0.927038627,0.021459227
19/8/2021,206,189,1094,6.746,187.419,11.837,22.6078,708374.2963,8,192,6,0.038834951,0.932038835,0.029126214
20/8/2021,212,171,654,6.539,192.032,13.43,33.4796,1244518.929,13,195,4,0.061320755,0.919811321,0.018867925
21/8/2021,211,441,2020,6.276,192.946,11.778,25.6201,445752.4476,10,197,4,0.047393365,0.933649289,0.018957346
22/8/2021,185,669,6699,7.011,166.914,11.083,16.1891,2216803.792,5,177,3,0.027027027,0.956756757,0.016216216
23/8/2021,233,804,3726,6.66,211.603,14.74,35.034,1134060.493,15,216,2,0.064377682,0.927038627,0.008583691
24/8/2021,245,296,1603,8.048,220.859,16.094,37.8314,1571022.986,4,236,5,0.016326531,0.963265306,0.020408163
25/8/2021,258,289,1073,9.935,232.468,15.596,30.3467,66125.5472,19,237,2,0.073643411,0.918604651,0.007751938
26/8/2021,221,213,1094,8.534,199.475,12.988,20.6875,154512.3944,12,205,4,0.054298643,0.92760181,0.018099548
27/8/2021,224,332,1941,7.986,203.482,12.536,21.4355,-794877.3377,15,206,3,0.066964286,0.919642857,0.013392857
28/8/2021,200,199,1374,6.287,181.067,12.645,29.9825,-343862.1968,12,187,1,0.06,0.935,0.005
29/8/2021,183,88,446,3.998,167.372,11.63,32.0307,332619.8829,7,172,4,0.038251366,0.93989071,0.021857923
30/8/2021,230,84,543,11.401,206.998,11.6,8.192,101659.6378,9,218,3,0.039130435,0.947826087,0.013043478
31/8/2021,227,156,692,10.05,203.457,13.483,17.4889,678.5419,5,215,7,0.022026432,0.947136564,0.030837004
1/9/2021,198,145,958,7.366,177.099,13.536,28.9043,-58120.3332,8,185,5,0.04040404,0.934343434,0.025252525
2/9/2021,232,362,1269,8.393,207.158,16.441,38.3877,87789.4132,15,210,7,0.064655172,0.905172414,0.030172414
3/9/2021,261,186,1084,10.06,235.184,15.755,28.2059,-587522.3904,10,247,4,0.038314176,0.946360153,0.01532567
4/9/2021,209,131,868,7.015,188.345,13.637,29.1473,124632.8382,5,198,6,0.023923445,0.947368421,0.028708134
5/9/2021,241,124,1361,9.767,218.032,13.195,23.5359,144183.9412,11,228,2,0.045643154,0.946058091,0.008298755
6/9/2021,275,470,2552,8.368,247.322,19.314,48.6758,372187.9143,12,260,3,0.043636364,0.945454545,0.010909091
7/9/2021,413,1080,9923,19.841,364.951,28.214,40.0347,6467067.324,20,377,16,0.04842615,0.91283293,0.03874092
8/9/2021,335,235,1721,12.646,299.502,22.851,43.2019,4177905.032,19,307,9,0.056716418,0.91641791,0.026865672
9/9/2021,286,269,992,12.477,256.036,17.482,24.3369,637188.1324,11,270,5,0.038461538,0.944055944,0.017482517
10/9/2021,274,166,1261,11.349,243.595,19.06,37.5137,289930.0198,18,249,7,0.065693431,0.908759124,0.025547445
11/9/2021,233,276,1389,8.748,208.482,15.774,31.4037,118275.3911,9,220,4,0.038626609,0.944206009,0.017167382
12/9/2021,214,323,1877,7.457,192.859,13.68,26.6765,-298622.0873,17,195,2,0.079439252,0.911214953,0.009345794
13/9/2021,301,1005,5585,12.539,268.646,19.806,35.3349,326605.1066,31,263,7,0.102990033,0.873754153,0.023255814
14/9/2021,375,403,2984,23.486,331.853,19.652,13.1831,856274.4463,27,345,3,0.072,0.92,0.008
15/9/2021,279,243,1084,11.119,249.56,18.313,41.4482,-7300.271,21,251,7,0.075268817,0.899641577,0.025089606
16/9/2021,232,91,829,7.649,207.747,16.597,40.2094,-50172.1656,11,217,4,0.047413793,0.935344828,0.017241379
17/9/2021,228,237,1191,8.506,205.377,14.12,24.5757,3355834.702,7,216,5,0.030701754,0.947368421,0.021929825
18/9/2021,228,318,2022,7.259,206.956,13.785,26.932,-521010.4615,12,209,7,0.052631579,0.916666667,0.030701754
19/9/2021,213,121,1134,6.446,194.898,11.657,25.9141,53328.3837,9,201,3,0.042253521,0.943661972,0.014084507
20/9/2021,322,205,1565,18.258,284.677,19.062,11.0952,-224600.8897,20,290,12,0.062111801,0.900621118,0.037267081
21/9/2021,324,216,1663,13.627,290.475,19.897,36.1387,1129967.662,22,291,11,0.067901235,0.898148148,0.033950617
22/9/2021,250,158,1028,8.484,224.6,16.913,39.1173,164258.4368,21,222,7,0.084,0.888,0.028
23/9/2021,268,147,1489,7.349,245.345,15.306,37.7228,1512167.662,15,248,5,0.055970149,0.925373134,0.018656716
24/9/2021,317,1329,7513,18.94,278.371,19.697,7.0323,1980985.453,13,297,7,0.041009464,0.936908517,0.022082019
25/9/2021,262,508,5456,9.999,235.592,16.403,33.1489,1234339.532,10,242,10,0.038167939,0.923664122,0.038167939
26/9/2021,238,225,1370,9.792,211.436,16.769,31.5344,930879.3694,12,221,5,0.050420168,0.928571429,0.021008403
27/9/2021,260,1288,7977,9.279,231.292,19.428,47.446,-1087404.295,16,239,5,0.061538462,0.919230769,0.019230769
28/9/2021,308,315,2919,10.41,276.75,20.835,44.8669,780751.8274,17,283,8,0.055194805,0.918831169,0.025974026
29/9/2021,271,398,3189,9.651,245.491,15.865,27.4725,743419.4736,11,250,10,0.040590406,0.922509225,0.036900369
30/9/2021,276,201,1123,13.253,246.196,16.548,17.5841,446733.6959,10,257,9,0.036231884,0.93115942,0.032608696
1/10/2021,286,1635,8438,10.507,259.17,16.326,26.5853,-1781894.107,13,267,6,0.045454545,0.933566434,0.020979021
2/10/2021,236,384,2921,8.194,211.777,16.032,36.0043,413799.1153,13,219,4,0.055084746,0.927966102,0.016949153
3/10/2021,230,122,991,8.618,206.355,15.03,31.714,-85909.0527,10,215,5,0.043478261,0.934782609,0.02173913
4/10/2021,285,598,1832,9.413,258.031,17.556,37.4841,369483.1112,19,262,4,0.066666667,0.919298246,0.014035088
5/10/2021,327,360,1954,12.39,291.789,22.823,44.337,1013363.386,13,307,7,0.039755352,0.93883792,0.021406728
6/10/2021,436,394,2115,20.857,392.71,22.432,-6.406,222557.618,22,354,60,0.050458716,0.811926606,0.137614679
7/10/2021,290,304,2345,9.252,262.581,18.166,41.1045,-339918.6779,14,271,5,0.048275862,0.934482759,0.017241379
8/10/2021,254,938,3739,9.736,226.99,17.276,32.1131,1005040.838,9,240,5,0.035433071,0.94488189,0.019685039
9/10/2021,307,65,719,10.211,279.802,16.979,30.9142,243595.0249,9,291,7,0.029315961,0.947882736,0.022801303
10/10/2021,228,197,1461,9.777,205.684,12.54,15.6605,512713.5298,14,209,5,0.061403509,0.916666667,0.021929825
11/10/2021,293,336,3048,11.699,261.602,19.694,35.4092,551439.4042,14,271,8,0.04778157,0.924914676,0.027303754
12/10/2021,310,312,2184,11.691,279.187,19.111,30.4754,802950.1879,13,286,11,0.041935484,0.922580645,0.035483871
13/10/2021,305,199,1278,7.697,279.768,17.533,42.5781,600309.0197,12,292,1,0.039344262,0.957377049,0.003278689
14/10/2021,295,197,1164,9.163,268.072,17.766,44.6868,610730.8851,16,269,10,0.054237288,0.911864407,0.033898305
15/10/2021,418,998,7029,17.767,368.692,31.534,62.7854,5315316.681,25,389,4,0.059808612,0.93062201,0.009569378
16/10/2021,263,147,1184,8.081,237.416,17.505,38.8999,297566.2145,22,234,7,0.08365019,0.88973384,0.02661597
17/10/2021,322,99,960,11.775,290.176,20.048,34.3679,-111508.4709,14,302,6,0.043478261,0.937888199,0.01863354
18/10/2021,328,393,2772,12.983,293.724,21.29,38.0962,221510.3558,21,299,8,0.06402439,0.911585366,0.024390244
19/10/2021,392,405,4079,14.319,348.009,29.666,60.6369,833801.3335,34,347,11,0.086734694,0.885204082,0.028061224
20/10/2021,443,609,2958,18.78,396.601,27.612,41.5791,263066.1723,24,412,7,0.054176072,0.930022573,0.015801354
21/10/2021,347,356,2173,15.42,307.849,23.735,42.5213,583925.7075,17,322,8,0.048991354,0.92795389,0.023054755
22/10/2021,291,205,1389,10.005,263.807,17.193,34.9904,751938.3941,14,272,5,0.048109966,0.934707904,0.017182131
23/10/2021,221,168,759,6.876,198.625,15.487,32.12,210623.7414,14,204,3,0.063348416,0.923076923,0.013574661
24/10/2021,223,119,1096,9.115,199.546,14.339,21.1503,-15981.5136,10,203,10,0.044843049,0.910313901,0.044843049
25/10/2021,283,271,1267,8.628,253.582,20.791,51.4922,391177.1399,19,261,3,0.067137809,0.922261484,0.010600707
26/10/2021,293,380,2868,9.064,263.105,20.826,52.1734,292212.0108,23,267,3,0.078498294,0.911262799,0.010238908
27/10/2021,312,305,2094,11.822,276.941,23.237,44.9792,215067.46,13,291,8,0.041666667,0.932692308,0.025641026
28/10/2021,291,985,3582,10.602,258.913,21.484,45.1012,-1736680.152,16,270,5,0.054982818,0.927835052,0.017182131
29/10/2021,224,405,1985,6.943,201.553,15.512,40.0766,200627.1446,9,213,2,0.040178571,0.950892857,0.008928571
30/10/2021,215,166,1036,6.45,195.417,13.135,29.229,572886.0302,7,206,2,0.03255814,0.958139535,0.009302326
31/10/2021,217,131,1327,5.706,196.434,14.865,38.1833,319082.2779,11,199,7,0.050691244,0.917050691,0.032258065
1/11/2021,246,381,2551,6.484,219.64,19.872,53.8595,66026.5204,12,229,5,0.048780488,0.930894309,0.020325203
2/11/2021,272,297,1544,9.977,242.73,19.295,40.3224,548999.309,14,252,6,0.051470588,0.926470588,0.022058824
3/11/2021,230,167,931,7.188,207.257,15.557,36.1806,222689.5029,15,213,2,0.065217391,0.926086957,0.008695652
4/11/2021,250,223,1932,9.012,224.492,16.5,34.1895,874643.9557,10,233,7,0.04,0.932,0.028
5/11/2021,242,177,1549,8.237,217.36,16.403,37.9177,575151.5765,13,226,3,0.053719008,0.933884298,0.012396694
6/11/2021,217,143,961,6.192,199.064,11.75,24.6717,-253059.7356,7,207,3,0.032258065,0.953917051,0.013824885
7/11/2021,236,463,5201,6.296,212.915,16.796,44.4175,120547.8123,15,220,1,0.063559322,0.93220339,0.004237288
8/11/2021,261,321,2426,8.867,232.999,19.126,48.7033,646118.9179,14,245,2,0.053639847,0.938697318,0.007662835
9/11/2021,325,225,1886,10.031,292.868,22.102,52.1267,108730.034,19,299,7,0.058461538,0.92,0.021538462
10/11/2021,310,301,1494,11.405,277.27,21.323,45.0947,444987.5739,16,291,3,0.051612903,0.938709677,0.009677419
11/11/2021,283,362,1205,12.459,253.137,17.398,25.4672,-26497.4668,14,263,6,0.049469965,0.929328622,0.021201413
12/11/2021,349,363,3167,13.116,315.424,20.461,38.1227,89925.9471,16,323,10,0.045845272,0.925501433,0.028653295
13/11/2021,243,315,1764,9.135,217.754,16.11,26.6362,-1321548.973,12,228,3,0.049382716,0.938271605,0.012345679
14/11/2021,269,245,1855,11.558,239.407,18.028,32.3939,276763.8084,11,253,5,0.040892193,0.940520446,0.018587361
15/11/2021,265,365,1916,6.643,240.731,17.625,47.5936,101554.382,14,247,4,0.052830189,0.932075472,0.01509434
16/11/2021,380,665,2243,15.146,339.53,25.32,49.5808,586828.0378,23,346,11,0.060526316,0.910526316,0.028947368
17/11/2021,334,385,3054,13.802,296.752,23.448,42.9246,1113277.729,20,308,6,0.05988024,0.922155689,0.017964072
18/11/2021,355,976,9883,16.019,315.449,23.544,36.1192,1763205.831,16,332,7,0.045070423,0.935211268,0.01971831
19/11/2021,368,800,4856,15.74,329.788,22.474,35.5193,308037.402,15,348,5,0.04076087,0.945652174,0.013586957
20/11/2021,274,115,803,10.193,245.025,18.783,37.611,595264.1654,13,259,2,0.047445255,0.945255474,0.00729927
21/11/2021,233,331,1790,9.535,209.694,13.766,19.9689,83732.2803,9,217,7,0.038626609,0.931330472,0.030042918
22/11/2021,314,385,3242,13.42,282.892,17.691,21.9457,2693404.461,16,292,6,0.050955414,0.929936306,0.01910828
23/11/2021,254,175,1064,9.713,226.01,18.275,42.0163,1566977.269,10,237,7,0.039370079,0.933070866,0.027559055
24/11/2021,290,433,3195,9.529,258.217,22.264,53.1314,1541394.175,24,262,4,0.082758621,0.903448276,0.013793103
25/11/2021,257,149,1259,8.123,229.838,19.037,41.9437,475130.7664,20,229,8,0.077821012,0.891050584,0.031128405
26/11/2021,293,437,4652,12.326,260.77,19.898,34.5489,145386.9273,22,263,8,0.075085324,0.897610922,0.027303754
27/11/2021,271,161,976,8.102,244.61,18.286,42.9048,387875.5733,10,255,6,0.036900369,0.94095941,0.022140221
28/11/2021,265,501,3264,9.74,239.782,15.477,27.0685,432216.5501,8,253,4,0.030188679,0.954716981,0.01509434
29/11/2021,272,1162,8439,8.391,244.662,18.95,47.9633,4816969.838,16,251,5,0.058823529,0.922794118,0.018382353
30/11/2021,301,317,2018,10.745,270.478,19.779,37.4343,201988.8286,17,280,4,0.056478405,0.930232558,0.013289037
1/12/2021,275,142,811,9.204,244.957,20.836,51.6932,340848.2821,10,259,6,0.036363636,0.941818182,0.021818182
2/12/2021,290,279,1942,13.03,258.078,18.89,37.2739,346376.582,10,274,6,0.034482759,0.944827586,0.020689655
3/12/2021,308,168,1171,11.952,276.379,19.664,39.9578,495507.6496,18,288,2,0.058441558,0.935064935,0.006493506
4/12/2021,466,207,1872,22.139,413.178,30.687,35.9712,366376.7453,18,429,19,0.038626609,0.920600858,0.040772532
5/12/2021,302,1796,2322,11.067,270.831,20.1,47.4896,1817394.659,23,274,5,0.07615894,0.907284768,0.016556291
6/12/2021,360,1304,2601,16.739,320.477,22.793,30.1377,763257.3196,20,323,17,0.055555556,0.897222222,0.047222222
7/12/2021,279,212,1808,10.914,248.541,19.548,39.1498,599939.6657,17,253,9,0.0609319,0.906810036,0.032258065
8/12/2021,266,673,5004,11.971,236.88,17.146,21.4806,-842397.246,13,246,7,0.04887218,0.92481203,0.026315789
9/12/2021,244,179,1174,10.481,218.107,15.415,28.2568,605715.4588,13,225,6,0.053278689,0.922131148,0.024590164
10/12/2021,274,448,3460,11.657,244.622,17.722,27.3899,1032851.294,9,259,6,0.032846715,0.945255474,0.02189781
11/12/2021,212,104,946,7.873,190.439,13.686,24.0406,-18606.5848,13,192,7,0.061320755,0.905660377,0.033018868
12/12/2021,209,637,2277,6.661,188.826,13.508,30.9221,864156.6938,8,198,3,0.038277512,0.947368421,0.014354067
13/12/2021,332,704,4346,16.72,293.026,22.253,27.523,1024117.078,11,310,11,0.03313253,0.93373494,0.03313253
14/12/2021,306,552,2688,14.183,273.07,18.749,21.1483,374836.7401,14,287,5,0.045751634,0.937908497,0.016339869
15/12/2021,287,222,1757,10.764,257.461,18.769,40.5877,173340.7185,17,263,7,0.059233449,0.916376307,0.024390244
16/12/2021,210,230,1898,7.304,189.48,13.211,29.5684,312110.6871,6,193,11,0.028571429,0.919047619,0.052380952
17/12/2021,279,249,2497,12.315,250.812,15.874,18.6092,154986.2953,12,262,5,0.043010753,0.9390681,0.017921147
18/12/2021,247,160,1173,9.693,219.571,17.73,33.8617,88740.4826,13,229,5,0.052631579,0.927125506,0.020242915
19/12/2021,231,93,1117,9.676,205.794,15.529,22.2801,796469.2614,14,211,6,0.060606061,0.913419913,0.025974026
20/12/2021,258,265,1661,11.538,229.981,16.485,21.1058,394733.3341,17,231,10,0.065891473,0.895348837,0.03875969
21/12/2021,306,495,2798,11.547,275.818,18.635,35.1548,8077249.974,14,286,6,0.045751634,0.934640523,0.019607843
22/12/2021,265,5036,18983,10.456,233.173,21.371,44.8742,74376966.58,12,248,5,0.045283019,0.935849057,0.018867925
23/12/2021,253,272,1574,9.913,225.597,17.49,30.9526,-431469.567,8,239,6,0.031620553,0.944664032,0.023715415
24/12/2021,226,114,879,6.906,202.559,16.537,40.8296,791196.6309,14,208,4,0.061946903,0.920353982,0.017699115
25/12/2021,225,130,793,6.482,201.709,16.81,45.3607,4997960.369,6,217,2,0.026666667,0.964444444,0.008888889
26/12/2021,206,49,473,8.023,184.005,13.968,31.7615,99220.3089,11,194,1,0.053398058,0.941747573,0.004854369
27/12/2021,231,41,507,7.901,207.812,15.289,31.911,220616.2518,11,213,7,0.047619048,0.922077922,0.03030303
28/12/2021,280,154,1033,13.108,246.628,20.266,28.796,543086.2725,18,256,6,0.064285714,0.914285714,0.021428571
29/12/2021,283,261,1911,12.282,250.725,19.989,33.8609,185634.8573,18,251,14,0.06360424,0.886925795,0.049469965
30/12/2021,292,288,2887,13.629,258.304,20.065,31.8899,298146.7415,19,266,7,0.065068493,0.910958904,0.023972603
31/12/2021,216,310,2421,9.703,190.558,15.739,28.4082,215866.9965,17,190,9,0.078703704,0.87962963,0.041666667
1/1/2022,194,233,1336,6.058,175.121,12.825,31.7497,336748.1529,6,184,4,0.030927835,0.948453608,0.020618557
2/1/2022,229,704,4159,8.048,207.468,13.477,27.3568,2582097.408,8,213,8,0.034934498,0.930131004,0.034934498
3/1/2022,284,341,1690,11.281,251.565,21.153,41.4545,2917370.13,20,255,9,0.070422535,0.897887324,0.031690141
4/1/2022,253,305,1603,11.315,225.818,15.861,21.1986,-224844.9408,10,237,6,0.039525692,0.936758893,0.023715415
5/1/2022,361,284,2674,18.645,317.179,25.179,29.1253,443694.2052,21,329,11,0.058171745,0.911357341,0.030470914
6/1/2022,412,294,2701,21.183,361.766,29.049,36.4418,189310.6595,24,375,13,0.058252427,0.910194175,0.031553398
7/1/2022,393,446,2784,21.361,344.679,26.97,32.4749,772059.6996,31,341,21,0.078880407,0.867684478,0.053435115
8/1/2022,351,279,2696,17.799,308.983,24.219,34.4243,796660.0991,26,313,12,0.074074074,0.891737892,0.034188034
9/1/2022,280,247,1558,12.288,248.882,18.834,27.548,152349.5502,20,247,13,0.071428571,0.882142857,0.046428571
10/1/2022,347,262,2453,20.675,302.444,23.875,21.0399,183075.8481,22,310,15,0.063400576,0.893371758,0.043227666
11/1/2022,286,524,2394,13.393,253.862,18.736,24.0174,25738.3859,15,270,1,0.052447552,0.944055944,0.003496503
12/1/2022,315,125,1013,18.389,277.142,19.48,13.2279,33715.3067,19,288,8,0.06031746,0.914285714,0.025396825
13/1/2022,305,236,1254,14.251,268.869,21.878,34.0691,1601454.393,18,278,9,0.059016393,0.91147541,0.029508197
14/1/2022,264,293,1257,14.095,232.07,17.827,21.1288,787843.8235,25,230,9,0.09469697,0.871212121,0.034090909
15/1/2022,244,878,4495,8.496,219.563,15.939,29.2808,1568594.128,15,225,4,0.06147541,0.922131148,0.016393443
16/1/2022,223,220,1437,10.134,197.894,14.973,24.4418,92712.4429,16,197,10,0.071748879,0.883408072,0.044843049
17/1/2022,264,187,1291,13.32,232.885,17.799,19.5763,154370.1059,18,236,10,0.068181818,0.893939394,0.037878788
18/1/2022,293,138,1001,14.499,258.091,20.413,32.0579,-22151.0048,19,265,9,0.064846416,0.90443686,0.030716724
19/1/2022,279,238,3189,12.746,247.301,18.949,24.8374,608350.2878,20,250,9,0.071684588,0.896057348,0.032258065
20/1/2022,317,1620,8339,17.698,276.349,22.962,20.1201,8689370.215,19,287,11,0.059936909,0.905362776,0.034700315
21/1/2022,470,1139,9860,28.078,411.384,30.536,11.0293,-155116.5458,25,416,29,0.053191489,0.885106383,0.061702128
22/1/2022,390,216,1785,19.361,342.057,28.575,37.7252,553627.3515,30,345,15,0.076923077,0.884615385,0.038461538
23/1/2022,331,445,2124,20.189,284.587,26.225,29.9173,2929496.559,19,298,14,0.057401813,0.900302115,0.042296073
24/1/2022,411,495,3172,23.631,355.379,31.992,38.4643,438648.3071,29,368,14,0.070559611,0.895377129,0.03406326
25/1/2022,336,285,2573,17.622,294.373,24.012,27.4411,-570461.7082,25,301,10,0.074404762,0.895833333,0.029761905
26/1/2022,388,591,3489,23.539,334.552,29.92,27.3461,144573.7235,22,348,18,0.056701031,0.896907216,0.046391753
27/1/2022,269,400,1447,14.142,234.695,20.153,23.1933,-699573.8097,24,235,10,0.089219331,0.873605948,0.037174721
28/1/2022,310,233,2050,16.662,270.991,22.35,28.2491,606882.7976,12,285,13,0.038709677,0.919354839,0.041935484
29/1/2022,263,204,1075,12.131,232.691,18.18,26.018,103618.0085,13,245,5,0.049429658,0.931558935,0.019011407
30/1/2022,240,2962,8532,10.565,211.839,17.59,28.8408,11185.1034,14,219,7,0.058333333,0.9125,0.029166667
31/1/2022,265,183,1274,11.893,234.433,18.673,33.7617,411224.4702,14,245,6,0.052830189,0.924528302,0.022641509
1/2/2022,317,340,2560,16.852,274.973,25.172,38.6866,126317.916,27,284,6,0.085173502,0.895899054,0.018927445
2/2/2022,281,412,3224,11.626,247.795,21.573,42.8548,2308082.438,13,253,15,0.046263345,0.900355872,0.053380783
3/2/2022,292,226,1798,15.284,256.898,19.825,23.3651,521978.0444,16,258,18,0.054794521,0.883561644,0.061643836
4/2/2022,351,2279,8529,19.25,302.664,29.09,45.0838,4887659.63,27,315,9,0.076923077,0.897435897,0.025641026
5/2/2022,298,305,1702,16.296,258.89,22.805,29.8486,1178242.609,11,280,7,0.036912752,0.939597315,0.023489933
6/2/2022,279,102,1262,14.167,244.728,20.102,27.3993,213779.9812,11,263,5,0.039426523,0.94265233,0.017921147
7/2/2022,316,330,2968,14.601,276.207,25.189,48.3548,686834.4953,21,292,3,0.066455696,0.924050633,0.009493671
8/2/2022,315,483,4720,13.537,280.342,21.119,33.5105,-288369.6074,39,273,3,0.123809524,0.866666667,0.00952381
9/2/2022,346,306,2108,18.361,296.725,30.905,47.4448,597754.8932,20,318,8,0.057803468,0.919075145,0.023121387
10/2/2022,288,200,1794,14.072,254.45,19.476,26.4759,-1756485.893,20,262,6,0.069444444,0.909722222,0.020833333
11/2/2022,280,310,1716,13.875,244.896,21.225,32.0439,1756102.148,17,256,7,0.060714286,0.914285714,0.025
12/2/2022,223,344,1933,11.483,194.203,17.32,24.1737,2148265.59,7,211,5,0.031390135,0.946188341,0.022421525
13/2/2022,207,142,1277,8.531,180.875,17.59,36.4791,464843.2968,15,184,8,0.072463768,0.888888889,0.038647343
14/2/2022,261,162,1167,13.629,230.075,17.301,20.1793,522552.6222,10,242,9,0.038314176,0.927203065,0.034482759
15/2/2022,290,212,1351,13.837,254.862,21.306,34.9898,315792.9493,21,261,8,0.072413793,0.9,0.027586207
16/2/2022,259,190,995,11.901,227.595,19.502,34.1913,409940.817,22,226,11,0.084942085,0.872586873,0.042471042
17/2/2022,348,244,1473,21.508,300.701,25.787,16.642,289569.7367,21,309,18,0.060344828,0.887931034,0.051724138
18/2/2022,284,224,2018,16.127,245.933,21.943,29.619,2056028.428,18,257,9,0.063380282,0.904929577,0.031690141
19/2/2022,229,322,4922,11.018,202.529,15.454,27.0324,1199581.95,9,212,8,0.03930131,0.925764192,0.034934498
20/2/2022,268,193,1298,13.666,236.127,18.206,23.0916,-214490.2618,9,248,11,0.03358209,0.925373134,0.041044776
21/2/2022,295,521,3127,23.372,250.614,21.013,8.0238,-960060.7862,24,263,8,0.081355932,0.891525424,0.027118644
22/2/2022,316,241,1598,15.908,275.645,24.443,37.4046,519674.2403,18,290,8,0.056962025,0.917721519,0.025316456
23/2/2022,276,205,2746,11.812,245.501,18.685,34.3778,-218392.5668,16,252,8,0.057971014,0.913043478,0.028985507
24/2/2022,323,387,2513,19.503,282.614,20.871,10.1244,1386839.379,17,295,11,0.052631579,0.913312693,0.034055728
25/2/2022,289,491,2743,14.56,250.96,23.48,39.2045,2139149.216,16,263,10,0.055363322,0.910034602,0.034602076
26/2/2022,243,119,857,16.031,213.285,13.679,-6.7914,214902.3763,14,222,7,0.057613169,0.913580247,0.028806584
27/2/2022,256,360,3301,13.569,223.271,19.163,27.1347,308822.8604,22,227,7,0.0859375,0.88671875,0.02734375
28/2/2022,266,342,2020,13.779,232.191,20.028,25.7208,-12806.2694,18,240,8,0.067669173,0.902255639,0.030075188
1/3/2022,272,336,2856,13.859,237.409,20.735,29.7115,1235259.652,25,240,7,0.091911765,0.882352941,0.025735294
2/3/2022,250,1161,6928,11.602,219.832,18.563,25.0455,3105097.937,12,231,7,0.048,0.924,0.028
3/3/2022,245,152,908,9.58,218.67,16.743,32.9289,-9408.4319,10,230,5,0.040816327,0.93877551,0.020408163
4/3/2022,272,226,1185,13.341,239.651,19.003,20.884,1548360.625,10,248,14,0.036764706,0.911764706,0.051470588
5/3/2022,276,703,3899,25.773,231.936,18.289,-20.2947,-1043136.043,10,258,8,0.036231884,0.934782609,0.028985507
6/3/2022,234,183,2267,12.927,202.189,18.88,26.8708,225149.9676,15,214,5,0.064102564,0.914529915,0.021367521
7/3/2022,276,273,1681,11.791,242.708,21.495,39.1073,-817117.3999,18,252,6,0.065217391,0.913043478,0.02173913
8/3/2022,282,151,1056,15.138,247.607,19.257,17.212,-148655.0533,14,250,18,0.04964539,0.886524823,0.063829787
9/3/2022,297,325,2211,14.035,262.341,20.614,28.1222,-268767.1554,25,261,11,0.084175084,0.878787879,0.037037037
10/3/2022,287,186,1316,11.096,255.044,20.855,41.886,104708.3425,16,263,8,0.055749129,0.916376307,0.027874564
11/3/2022,279,388,1354,12.24,247.185,19.577,31.6691,587676.6243,10,258,11,0.035842294,0.924731183,0.039426523
12/3/2022,203,518,1448,8.018,181.676,13.305,23.5354,352475.1832,12,190,1,0.0591133,0.935960591,0.004926108
13/3/2022,244,293,4860,10.167,219.15,14.687,21.9785,1275146.615,15,222,7,0.06147541,0.909836066,0.028688525
14/3/2022,252,224,1757,12.307,220.558,19.135,24.1556,-111410.9275,13,231,8,0.051587302,0.916666667,0.031746032
15/3/2022,280,461,2590,12.402,245.401,22.195,36.2629,509811.3149,15,258,7,0.053571429,0.921428571,0.025
16/3/2022,276,376,2135,12.018,242.918,21.06,29.9023,-132317.7588,13,257,6,0.047101449,0.93115942,0.02173913
17/3/2022,241,207,1186,11.414,208.567,21.022,37.5441,742540.1353,18,217,6,0.074688797,0.900414938,0.024896266
18/3/2022,216,685,2459,6.926,194.945,14.124,25.4259,1413529.291,14,195,7,0.064814815,0.902777778,0.032407407
19/3/2022,180,145,829,6.945,160.578,12.475,27.4772,493504.1596,15,162,3,0.083333333,0.9,0.016666667
20/3/2022,188,366,2058,7.203,168.665,12.133,22.6397,-936205.8267,7,177,4,0.037234043,0.941489362,0.021276596
21/3/2022,233,287,2662,8.766,207.712,16.518,35.0319,719442.7502,8,224,1,0.034334764,0.961373391,0.004291845
22/3/2022,236,130,1031,11.167,210.304,14.52,15.0922,488674.9738,6,227,3,0.025423729,0.961864407,0.012711864
23/3/2022,229,677,3843,8.198,203.502,17.305,37.1291,19115.8503,17,208,4,0.074235808,0.908296943,0.017467249
24/3/2022,271,239,1277,13.458,237.076,20.466,32.7039,225673.9807,24,244,3,0.088560886,0.900369004,0.011070111
